2019-03-02 02:02:31,384 [I] 	(at main.py:29) 
2019-03-02 02:02:36,983 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:36,983 [D] -:F:n:WD_1:wc.c:33	(at logger.py:129) 
2019-03-02 02:02:36,996 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:36,996 [D] ┌:F:n:WD_2:wc.c:33	(at logger.py:129) 
2019-03-02 02:02:36,996 [D] └:F:n:WD_2:wc.c:32	(at logger.py:129) 
2019-03-02 02:02:37,010 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,010 [D] ┌:F:n:WD_3:wc.c:33	(at logger.py:129) 
2019-03-02 02:02:37,010 [D] |:F:n:WD_3:wc.c:32	(at logger.py:129) 
2019-03-02 02:02:37,010 [D] └:F:n:WD_3:wc.c:31	(at logger.py:129) 
2019-03-02 02:02:37,045 [D] -:C:c:WD_1:wc.c:32	(at logger.py:129) 
2019-03-02 02:02:37,055 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,055 [D] ┌:F:n:WD_2:wc.c:32	(at logger.py:129) 
2019-03-02 02:02:37,056 [D] └:F:n:WD_2:wc.c:31	(at logger.py:129) 
2019-03-02 02:02:37,072 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,072 [D] ┌:F:n:WD_3:wc.c:32	(at logger.py:129) 
2019-03-02 02:02:37,072 [D] |:F:n:WD_3:wc.c:31	(at logger.py:129) 
2019-03-02 02:02:37,072 [D] └:F:n:WD_3:wc.c:30	(at logger.py:129) 
2019-03-02 02:02:37,088 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,088 [D] -:F:n:WD_1:wc.c:31	(at logger.py:129) 
2019-03-02 02:02:37,101 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,101 [D] ┌:F:n:WD_2:wc.c:31	(at logger.py:129) 
2019-03-02 02:02:37,101 [D] └:F:n:WD_2:wc.c:30	(at logger.py:129) 
2019-03-02 02:02:37,137 [D] ┌:C:c:WD_3:wc.c:31	(at logger.py:129) 
2019-03-02 02:02:37,138 [D] |:C:c:WD_3:wc.c:30	(at logger.py:129) 
2019-03-02 02:02:37,138 [D] └:C:c:WD_3:wc.c:29	(at logger.py:129) 
2019-03-02 02:02:37,172 [D] -:C:c:WD_1:wc.c:30	(at logger.py:129) 
2019-03-02 02:02:37,184 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,184 [D] ┌:F:n:WD_2:wc.c:30	(at logger.py:129) 
2019-03-02 02:02:37,184 [D] └:F:n:WD_2:wc.c:29	(at logger.py:129) 
2019-03-02 02:02:37,196 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,197 [D] ┌:F:n:WD_3:wc.c:30	(at logger.py:129) 
2019-03-02 02:02:37,197 [D] |:F:n:WD_3:wc.c:29	(at logger.py:129) 
2019-03-02 02:02:37,197 [D] └:F:n:WD_3:wc.c:28	(at logger.py:129) 
2019-03-02 02:02:37,208 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,208 [D] -:F:n:WD_1:wc.c:29	(at logger.py:129) 
2019-03-02 02:02:37,220 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,220 [D] ┌:F:n:WD_2:wc.c:29	(at logger.py:129) 
2019-03-02 02:02:37,220 [D] └:F:n:WD_2:wc.c:28	(at logger.py:129) 
2019-03-02 02:02:37,232 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,233 [D] ┌:F:n:WD_3:wc.c:29	(at logger.py:129) 
2019-03-02 02:02:37,233 [D] |:F:n:WD_3:wc.c:28	(at logger.py:129) 
2019-03-02 02:02:37,233 [D] └:F:n:WD_3:wc.c:27	(at logger.py:129) 
2019-03-02 02:02:37,245 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,245 [D] -:F:n:WD_1:wc.c:28	(at logger.py:129) 
2019-03-02 02:02:37,259 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,259 [D] ┌:F:n:WD_2:wc.c:28	(at logger.py:129) 
2019-03-02 02:02:37,259 [D] └:F:n:WD_2:wc.c:27	(at logger.py:129) 
2019-03-02 02:02:37,298 [D] ┌:C:c:WD_3:wc.c:28	(at logger.py:129) 
2019-03-02 02:02:37,298 [D] |:C:c:WD_3:wc.c:27	(at logger.py:129) 
2019-03-02 02:02:37,299 [D] └:C:c:WD_3:wc.c:25	(at logger.py:129) 
2019-03-02 02:02:37,329 [D] -:C:c:WD_1:wc.c:27	(at logger.py:129) 
2019-03-02 02:02:37,338 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,338 [D] ┌:F:n:WD_2:wc.c:27	(at logger.py:129) 
2019-03-02 02:02:37,338 [D] └:F:n:WD_2:wc.c:25	(at logger.py:129) 
2019-03-02 02:02:37,351 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,352 [D] ┌:F:n:WD_3:wc.c:27	(at logger.py:129) 
2019-03-02 02:02:37,352 [D] |:F:n:WD_3:wc.c:25	(at logger.py:129) 
2019-03-02 02:02:37,352 [D] └:F:n:WD_3:wc.c:23	(at logger.py:129) 
2019-03-02 02:02:37,352 [D]  : : :pass:wc.c:26	(at logger.py:129) 
2019-03-02 02:02:37,364 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,364 [D] -:F:n:WD_1:wc.c:25	(at logger.py:129) 
2019-03-02 02:02:37,374 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,374 [D] ┌:F:n:WD_2:wc.c:25	(at logger.py:129) 
2019-03-02 02:02:37,375 [D] └:F:n:WD_2:wc.c:23	(at logger.py:129) 
2019-03-02 02:02:37,384 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,384 [D] ┌:F:n:WD_3:wc.c:25	(at logger.py:129) 
2019-03-02 02:02:37,384 [D] |:F:n:WD_3:wc.c:23	(at logger.py:129) 
2019-03-02 02:02:37,384 [D] └:F:n:WD_3:wc.c:21	(at logger.py:129) 
2019-03-02 02:02:37,384 [D]  : : :pass:wc.c:24	(at logger.py:129) 
2019-03-02 02:02:37,413 [D] -:C:c:WD_1:wc.c:23	(at logger.py:129) 
2019-03-02 02:02:37,423 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,423 [D] ┌:F:n:WD_2:wc.c:23	(at logger.py:129) 
2019-03-02 02:02:37,424 [D] └:F:n:WD_2:wc.c:21	(at logger.py:129) 
2019-03-02 02:02:37,436 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,436 [D] ┌:F:n:WD_3:wc.c:23	(at logger.py:129) 
2019-03-02 02:02:37,436 [D] |:F:n:WD_3:wc.c:21	(at logger.py:129) 
2019-03-02 02:02:37,436 [D] └:F:n:WD_3:wc.c:20	(at logger.py:129) 
2019-03-02 02:02:37,436 [D]  : : :pass:wc.c:22	(at logger.py:129) 
2019-03-02 02:02:37,448 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,449 [D] -:F:n:WD_1:wc.c:21	(at logger.py:129) 
2019-03-02 02:02:37,459 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,459 [D] ┌:F:n:WD_2:wc.c:21	(at logger.py:129) 
2019-03-02 02:02:37,459 [D] └:F:n:WD_2:wc.c:20	(at logger.py:129) 
2019-03-02 02:02:37,473 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,473 [D] ┌:F:n:WD_3:wc.c:21	(at logger.py:129) 
2019-03-02 02:02:37,473 [D] |:F:n:WD_3:wc.c:20	(at logger.py:129) 
2019-03-02 02:02:37,473 [D] └:F:n:WD_3:wc.c:14	(at logger.py:129) 
2019-03-02 02:02:37,473 [D] -:F:n:WD_1:wc.c:20	(at logger.py:129) 
2019-03-02 02:02:37,487 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,487 [D] ┌:F:n:WD_2:wc.c:20	(at logger.py:129) 
2019-03-02 02:02:37,488 [D] └:F:n:WD_2:wc.c:14	(at logger.py:129) 
2019-03-02 02:02:37,500 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/11/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:02:37,500 [D] ┌:F:n:WD_3:wc.c:20	(at logger.py:129) 
2019-03-02 02:02:37,500 [D] |:F:n:WD_3:wc.c:14	(at logger.py:129) 
2019-03-02 02:02:37,500 [D] └:F:n:WD_3:wc.c:13	(at logger.py:129) 
2019-03-02 02:02:37,500 [D]  : : :pass:wc.c:19	(at logger.py:129) 
2019-03-02 02:02:37,500 [D]  : : :pass:wc.c:18	(at logger.py:129) 
2019-03-02 02:02:37,500 [D]  : : :pass:wc.c:17	(at logger.py:129) 
2019-03-02 02:02:37,500 [D]  : : :pass:wc.c:16	(at logger.py:129) 
2019-03-02 02:02:37,500 [D]  : : :pass:wc.c:15	(at logger.py:129) 
2019-03-02 02:02:37,500 [D] -:F:n:WD_1:wc.c:14	(at logger.py:129) 
2019-03-02 02:02:37,500 [D] ┌:F:n:WD_2:wc.c:14	(at logger.py:129) 
2019-03-02 02:02:37,500 [D] └:F:n:WD_2:wc.c:13	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] ┌:F:n:WD_3:wc.c:14	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] |:F:n:WD_3:wc.c:13	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] └:F:n:WD_3:wc.c:11	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] -:C:c:WD_1:wc.c:13	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] ┌:C:c:WD_2:wc.c:13	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] └:C:c:WD_2:wc.c:11	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] ┌:F:n:WD_3:wc.c:13	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] |:F:n:WD_3:wc.c:11	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] └:F:n:WD_3:wc.c:9	(at logger.py:129) 
2019-03-02 02:02:37,501 [D]  : : :pass:wc.c:12	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] -:C:c:WD_1:wc.c:11	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] ┌:F:n:WD_2:wc.c:11	(at logger.py:129) 
2019-03-02 02:02:37,501 [D] └:F:n:WD_2:wc.c:9	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] ┌:F:n:WD_3:wc.c:11	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] |:F:n:WD_3:wc.c:9	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] └:F:n:WD_3:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:37,502 [D]  : : :pass:wc.c:10	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] -:F:n:WD_1:wc.c:9	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] ┌:F:n:WD_2:wc.c:9	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] └:F:n:WD_2:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] ┌:F:n:WD_3:wc.c:9	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] |:F:n:WD_3:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] └:F:n:WD_3:wc.c:4	(at logger.py:129) 
2019-03-02 02:02:37,502 [D]  : : :pass:wc.c:8	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] -:F:n:WD_1:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] ┌:F:n:WD_2:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:37,502 [D] └:F:n:WD_2:wc.c:4	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] ┌:F:n:WD_3:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] |:F:n:WD_3:wc.c:4	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] └:F:n:WD_3:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:37,503 [D]  : : :pass:wc.c:6	(at logger.py:129) 
2019-03-02 02:02:37,503 [D]  : : :pass:wc.c:5	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] -:F:n:WD_1:wc.c:4	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] ┌:F:n:WD_2:wc.c:4	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] └:F:n:WD_2:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] ┌:F:n:WD_3:wc.c:4	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] |:F:n:WD_3:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] └:F:n:WD_3:wc.c:2	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] -:F:n:WD_1:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] ┌:F:n:WD_2:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:37,503 [D] └:F:n:WD_2:wc.c:2	(at logger.py:129) 
2019-03-02 02:02:37,504 [D] ┌:F:n:WD_3:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:37,504 [D] └:F:n:WD_3:wc.c:2	(at logger.py:129) 
2019-03-02 02:02:37,504 [D] -:F:n:WD_1:wc.c:2	(at logger.py:129) 
2019-03-02 02:02:37,504 [D] -:F:n:WD_2:wc.c:2	(at logger.py:129) 
2019-03-02 02:02:37,504 [D] -:F:n:WD_3:wc.c:2	(at logger.py:129) 
2019-03-02 02:02:37,504 [D]  : : :pass:wc.c:1	(at logger.py:129) 
2019-03-02 02:02:37,504 [D] comp_cached_cnt:27	(at logger.py:134) 
2019-03-02 02:02:37,504 [D] compile_cnt:69	(at logger.py:134) 
2019-03-02 02:02:37,504 [D] execute_cnt:0	(at logger.py:134) 
2019-03-02 02:02:37,504 [D] fail_del_cnt:17	(at logger.py:134) 
2019-03-02 02:02:37,504 [D] iter_idx:3	(at logger.py:134) 
2019-03-02 02:02:37,504 [D] reuse_cnt:17	(at logger.py:134) 
2019-03-02 02:02:37,504 [D] succ_del_cnt:0	(at logger.py:134) 
2019-03-02 02:02:37,504 [D] time:1.1416418552398682	(at logger.py:134) 
2019-03-02 02:02:37,504 [D] deletion:16	(at logger.py:136) 
2019-03-02 02:02:37,505 [I] Iteration 3 finished	(at orbs.py:87) 
2019-03-02 02:02:37,505 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:02:37,505 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:02:37,505 [D] comp_cached_cnt:34	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] compile_cnt:276	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] execute_cnt:38	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] fail_del_cnt:54	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] reuse_cnt:31	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] succ_del_cnt:15	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] time:6.021069049835205	(at logger.py:80) 
2019-03-02 02:02:37,505 [D] deletion:16	(at logger.py:82) 
2019-03-02 02:02:37,505 [I] ORBS fin.	(at orbs.py:91) 
2019-03-02 02:02:37,506 [I] ===== END - RUN ==============================================	(at main.py:95) 
2019-03-02 02:02:37,506 [I] 	(at main.py:96) 
